payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,recovery_probability
CARD,BANK_TIMEOUT,48388,3,5,0.28,22,1,0,0.4579246616214439
CARD,CARD_DECLINED,33939,2,0,0.43,14,0,0,0.16539490816209845
UPI,ACCOUNT_BLOCKED,14100,1,2,0.06,16,0,1,0.08808823676455971
UPI,CARD_DECLINED,9712,4,2,0.41,18,1,1,0.08128575449344463
NETBANKING,BANK_TIMEOUT,27651,2,1,0.08,23,0,0,0.6973763379706123
UPI,EXPIRED_CARD,41038,1,1,0.44,7,1,0,0.01
CARD,FRAUD_SUSPECTED,17973,4,0,0.34,17,1,1,0.05844307336705041
NETBANKING,FRAUD_SUSPECTED,46189,3,0,0.32,14,1,1,0.01
UPI,ACCOUNT_BLOCKED,34495,1,4,0.27,21,0,1,0.03489469663063507
CARD,INVALID_ACCOUNT,4445,3,4,0.04,15,0,1,0.01
NETBANKING,INVALID_CARD,11086,4,4,0.11,8,1,1,0.01
UPI,GATEWAY_TIMEOUT,1207,4,3,0.05,7,1,0,0.4930406705398234
NETBANKING,ACCOUNT_BLOCKED,1925,3,5,0.05,17,0,0,0.05283983228137525
NETBANKING,INVALID_ACCOUNT,34374,4,5,0.39,3,0,0,0.02488560052776328
CARD,BANK_TIMEOUT,26431,4,5,0.38,19,0,0,0.386707531969757
NETBANKING,GATEWAY_TIMEOUT,14481,4,1,0.3,4,1,0,0.5323903702757514
NETBANKING,INVALID_ACCOUNT,43534,4,5,0.16,14,0,0,0.031384811636941755
UPI,INVALID_CARD,32267,3,3,0.26,13,0,0,0.01
NETBANKING,EXPIRED_CARD,969,4,3,0.13,3,0,0,0.01
CARD,FRAUD_SUSPECTED,41526,1,5,0.42,10,1,0,0.01
NETBANKING,NETWORK_ERROR,34493,4,4,0.31,23,0,1,0.5400908344553172
CARD,CARD_DECLINED,3030,3,2,0.49,17,0,0,0.13818585839595637
CARD,NETWORK_ERROR,20322,4,0,0.33,22,0,0,0.6306209002337021
NETBANKING,FRAUD_SUSPECTED,3325,2,3,0.27,14,0,1,0.022778521142938733
CARD,INVALID_ACCOUNT,39535,1,5,0.03,20,1,1,0.021791017239100242
NETBANKING,BANK_TIMEOUT,9414,2,5,0.49,20,1,1,0.5636351685169175
CARD,CARD_DECLINED,27101,4,4,0.41,0,0,1,0.032562923175263984
CARD,CARD_DECLINED,1518,1,3,0.12,4,1,1,0.18986297905324584
CARD,INVALID_ACCOUNT,43478,2,0,0.18,15,1,1,0.04264184763803819
UPI,ACCOUNT_BLOCKED,46191,2,5,0.23,3,1,0,0.031067036716450648
UPI,ACCOUNT_BLOCKED,5914,3,4,0.19,22,1,0,0.05959297688427979
UPI,INSUFFICIENT_FUNDS,11572,3,0,0.19,23,1,0,0.15599902095419127
NETBANKING,CARD_DECLINED,35328,2,4,0.22,12,0,1,0.16903820190377827
CARD,CARD_DECLINED,25285,4,5,0.13,5,0,1,0.03430104660405927
NETBANKING,FRAUD_SUSPECTED,35802,3,5,0.05,20,1,1,0.0340723676472092
NETBANKING,NETWORK_ERROR,27932,1,3,0.01,0,0,0,0.6366922569525393
NETBANKING,NETWORK_ERROR,26608,1,5,0.42,9,0,0,0.6067735639238419
CARD,CARD_DECLINED,43854,4,3,0.35,1,1,0,0.02939948460970327
CARD,CARD_DECLINED,1792,2,4,0.41,4,1,1,0.1254437917149975
UPI,INSUFFICIENT_FUNDS,1979,2,3,0.48,20,1,0,0.08951379707903337
NETBANKING,ACCOUNT_BLOCKED,25296,2,0,0.28,6,1,1,0.01
UPI,ACCOUNT_BLOCKED,49006,4,3,0.21,2,0,0,0.05973818906653492
NETBANKING,INVALID_CARD,15862,3,1,0.41,1,0,0,0.01
NETBANKING,INSUFFICIENT_FUNDS,17707,1,0,0.45,6,1,1,0.28037267343752625
CARD,EXPIRED_CARD,23567,1,0,0.24,14,0,1,0.060971993592131686
CARD,CARD_DECLINED,26550,1,2,0.15,19,0,0,0.1695313232964754
CARD,NETWORK_ERROR,30110,3,3,0.45,13,1,0,0.5418553711541026
CARD,BANK_TIMEOUT,7311,4,1,0.25,4,1,0,0.5216484373566594
NETBANKING,FRAUD_SUSPECTED,48273,4,4,0.32,11,0,0,0.01
CARD,INVALID_CARD,17316,1,2,0.31,0,0,1,0.01
UPI,FRAUD_SUSPECTED,22596,1,5,0.36,6,1,1,0.05253595969330222
CARD,INVALID_ACCOUNT,26270,4,1,0.1,17,0,0,0.01
UPI,INSUFFICIENT_FUNDS,4432,3,2,0.15,23,0,1,0.19366377404496202
CARD,ACCOUNT_BLOCKED,13074,2,2,0.06,8,1,1,0.018964542913362005
CARD,INSUFFICIENT_FUNDS,4263,2,5,0.01,0,1,1,0.0933860218232961
CARD,INVALID_CARD,27947,1,4,0.11,22,1,0,0.01
NETBANKING,INVALID_ACCOUNT,31585,2,0,0.16,18,0,1,0.013209921165048148
UPI,CARD_DECLINED,15097,4,3,0.27,5,0,0,0.03158852386357766
NETBANKING,NETWORK_ERROR,36065,4,0,0.03,21,1,1,0.6293244687178674
UPI,FRAUD_SUSPECTED,49971,4,0,0.21,17,0,0,0.04637248458550405
NETBANKING,INSUFFICIENT_FUNDS,16116,1,2,0.47,5,0,0,0.1834244378456774
UPI,GATEWAY_TIMEOUT,12895,1,1,0.48,13,1,1,0.782995361428987
UPI,FRAUD_SUSPECTED,9150,2,2,0.37,3,1,0,0.01
CARD,EXPIRED_CARD,2503,1,2,0.05,10,0,0,0.01
CARD,INVALID_CARD,16474,2,5,0.26,4,0,0,0.01
UPI,FRAUD_SUSPECTED,15311,2,1,0.34,1,1,1,0.01
UPI,NETWORK_ERROR,43567,1,0,0.07,6,1,1,0.7539075907048786
NETBANKING,NETWORK_ERROR,12711,2,5,0.1,5,1,0,0.5896607071270623
UPI,INSUFFICIENT_FUNDS,48133,3,2,0.42,13,1,1,0.05062404189748934
CARD,GATEWAY_TIMEOUT,32907,4,2,0.39,9,1,1,0.570305128011835
UPI,CARD_DECLINED,38350,4,3,0.1,5,0,1,0.044751721648324555
CARD,EXPIRED_CARD,41066,2,2,0.33,17,1,0,0.022183045947475513
UPI,FRAUD_SUSPECTED,26626,1,2,0.35,12,1,1,0.04140741238930495
NETBANKING,NETWORK_ERROR,17631,4,3,0.48,11,0,0,0.5239588523478228
CARD,INVALID_CARD,19770,1,2,0.24,11,0,0,0.01
NETBANKING,FRAUD_SUSPECTED,10536,3,3,0.39,8,1,1,0.03196791791750545
NETBANKING,INSUFFICIENT_FUNDS,22255,2,4,0.29,22,1,0,0.06718893208637117
NETBANKING,INVALID_ACCOUNT,22322,2,1,0.15,22,1,1,0.05237789481311308
UPI,CARD_DECLINED,6867,3,3,0.05,20,1,1,0.1700902120743064
NETBANKING,INVALID_ACCOUNT,14819,3,2,0.11,21,1,1,0.014852876311930724
NETBANKING,INVALID_CARD,16244,1,3,0.39,12,0,1,0.02755067598103652
NETBANKING,INSUFFICIENT_FUNDS,40464,1,3,0.06,7,0,0,0.16336514250705927
NETBANKING,INSUFFICIENT_FUNDS,45623,4,0,0.02,0,1,0,0.08539838028758664
CARD,BANK_TIMEOUT,31002,2,0,0.47,8,1,1,0.7388925854816216
NETBANKING,BANK_TIMEOUT,36533,2,3,0.37,18,0,0,0.5561814911806674
UPI,CARD_DECLINED,26198,2,4,0.39,14,1,0,0.01333147311392744
CARD,GATEWAY_TIMEOUT,49164,2,3,0.42,9,1,1,0.5785114818492242
UPI,ACCOUNT_BLOCKED,7235,4,1,0.38,18,1,0,0.01
NETBANKING,CARD_DECLINED,33236,1,5,0.06,20,1,1,0.15586052820990354
NETBANKING,EXPIRED_CARD,5895,4,3,0.49,0,1,0,0.01
UPI,ACCOUNT_BLOCKED,7370,1,0,0.48,3,0,1,0.13052672396105333
NETBANKING,BANK_TIMEOUT,7544,4,5,0.13,19,1,0,0.48314186089810024
UPI,INSUFFICIENT_FUNDS,14938,2,2,0.49,6,1,1,0.19432307598146137
NETBANKING,INSUFFICIENT_FUNDS,45034,3,4,0.4,9,0,1,0.018861090785540907
UPI,NETWORK_ERROR,28553,4,4,0.12,2,1,0,0.41837294894490884
UPI,CARD_DECLINED,38002,1,0,0.03,9,0,0,0.23205221316936378
NETBANKING,INVALID_CARD,27428,1,3,0.46,1,0,0,0.01
UPI,NETWORK_ERROR,13244,3,4,0.45,10,1,1,0.5938155170946839
UPI,INSUFFICIENT_FUNDS,21022,2,0,0.22,22,1,0,0.16656634649435687
NETBANKING,NETWORK_ERROR,13561,4,0,0.05,15,0,0,0.6740715690668765
UPI,INSUFFICIENT_FUNDS,8962,1,4,0.34,0,0,1,0.23662122215623438
NETBANKING,BANK_TIMEOUT,10688,1,2,0.06,4,1,1,0.735711378795443
CARD,NETWORK_ERROR,39917,2,3,0.24,16,1,1,0.6140564393807679
CARD,INSUFFICIENT_FUNDS,39762,1,1,0.28,2,0,1,0.24216654596825396
UPI,INVALID_CARD,8102,3,1,0.13,4,0,1,0.01
UPI,NETWORK_ERROR,46629,2,0,0.46,6,1,0,0.6350964642441361
NETBANKING,INVALID_CARD,43477,2,3,0.04,17,1,1,0.01
CARD,GATEWAY_TIMEOUT,49754,4,5,0.16,2,0,0,0.46729965842014853
CARD,EXPIRED_CARD,47329,1,5,0.24,17,1,1,0.01
NETBANKING,CARD_DECLINED,33306,2,0,0.03,3,1,1,0.23214177020480342
NETBANKING,INVALID_CARD,13745,3,2,0.39,9,0,0,0.01
NETBANKING,NETWORK_ERROR,29963,2,3,0.21,20,1,1,0.6156958327784318
CARD,INVALID_CARD,623,4,0,0.34,2,1,1,0.01
UPI,BANK_TIMEOUT,24877,4,1,0.14,22,1,0,0.5836948788800448
UPI,INVALID_CARD,26915,1,5,0.14,3,1,0,0.013629863367020037
UPI,EXPIRED_CARD,26815,2,1,0.26,3,0,1,0.051018162602740245
NETBANKING,GATEWAY_TIMEOUT,9275,2,1,0.28,5,0,0,0.6703908501365564
NETBANKING,CARD_DECLINED,30970,3,1,0.27,11,1,0,0.03312888258168068
UPI,BANK_TIMEOUT,47698,3,3,0.31,3,0,1,0.6379906851811374
UPI,NETWORK_ERROR,16239,3,5,0.02,10,0,1,0.6447182090727752
CARD,GATEWAY_TIMEOUT,10895,2,0,0.4,13,1,0,0.6939556599409944
NETBANKING,FRAUD_SUSPECTED,32171,1,4,0.38,16,0,0,0.01
NETBANKING,BANK_TIMEOUT,4870,1,2,0.06,9,1,0,0.6841282287219176
NETBANKING,FRAUD_SUSPECTED,49845,2,4,0.38,3,1,1,0.01
CARD,EXPIRED_CARD,18963,2,4,0.03,2,0,0,0.01
CARD,EXPIRED_CARD,36750,1,5,0.5,14,0,0,0.01
NETBANKING,ACCOUNT_BLOCKED,47638,4,2,0.47,7,1,0,0.01
CARD,INVALID_ACCOUNT,21278,3,3,0.39,18,1,0,0.014473125755459426
CARD,GATEWAY_TIMEOUT,37843,1,3,0.31,13,0,1,0.6849286106332118
UPI,INVALID_ACCOUNT,39928,4,0,0.19,23,0,1,0.01
CARD,INSUFFICIENT_FUNDS,15404,4,2,0.19,1,0,1,0.10283473955385503
CARD,INVALID_CARD,6210,2,3,0.34,2,1,0,0.01
UPI,BANK_TIMEOUT,33656,3,1,0.24,12,0,1,0.6455760968844244
CARD,EXPIRED_CARD,32795,2,2,0.4,0,1,0,0.01
UPI,CARD_DECLINED,11510,2,2,0.26,1,1,0,0.12943692000913476
UPI,CARD_DECLINED,7348,3,2,0.13,12,0,1,0.18045771859439946
CARD,EXPIRED_CARD,18567,1,3,0.1,15,1,0,0.01
UPI,FRAUD_SUSPECTED,29733,1,1,0.5,6,0,0,0.022058260884007967
CARD,ACCOUNT_BLOCKED,19178,3,1,0.47,2,1,0,0.012536073615308755
UPI,BANK_TIMEOUT,18419,1,1,0.31,12,0,0,0.7332621858104554
UPI,EXPIRED_CARD,19465,2,4,0.08,4,0,1,0.01
CARD,INVALID_ACCOUNT,11688,1,2,0.35,18,0,1,0.043244973573180766
UPI,EXPIRED_CARD,424,4,1,0.49,11,0,0,0.01
UPI,ACCOUNT_BLOCKED,10382,1,2,0.27,11,0,0,0.01
CARD,NETWORK_ERROR,44102,1,0,0.29,20,0,0,0.7283671804510021
UPI,EXPIRED_CARD,39696,4,0,0.31,0,0,0,0.01
NETBANKING,FRAUD_SUSPECTED,28299,1,3,0.08,10,1,1,0.030001387217811794
UPI,INVALID_ACCOUNT,48594,3,2,0.49,9,0,1,0.017936711607501578
NETBANKING,GATEWAY_TIMEOUT,14970,1,2,0.4,11,0,0,0.7242899836855625
UPI,INVALID_CARD,42756,4,3,0.46,17,0,1,0.01
CARD,EXPIRED_CARD,48197,3,1,0.23,23,0,1,0.05449809100995733
CARD,INSUFFICIENT_FUNDS,44512,1,0,0.34,15,1,1,0.27714984126985887
CARD,BANK_TIMEOUT,22683,2,5,0.24,13,0,0,0.4986502711949895
NETBANKING,GATEWAY_TIMEOUT,36392,1,5,0.33,15,0,1,0.6532180863873505
NETBANKING,ACCOUNT_BLOCKED,4023,2,1,0.13,21,0,1,0.05484604283128947
NETBANKING,EXPIRED_CARD,1675,4,5,0.41,20,1,0,0.01
UPI,GATEWAY_TIMEOUT,13103,4,0,0.27,18,0,0,0.6599004697636213
CARD,INVALID_ACCOUNT,47316,3,5,0.26,13,0,1,0.01
CARD,GATEWAY_TIMEOUT,39832,3,1,0.02,0,0,1,0.7210178091948123
UPI,ACCOUNT_BLOCKED,49405,2,1,0.35,2,0,0,0.01
CARD,ACCOUNT_BLOCKED,43268,4,3,0.31,4,1,1,0.01
NETBANKING,INVALID_ACCOUNT,13318,4,3,0.18,2,1,0,0.05193498978301354
UPI,BANK_TIMEOUT,6276,1,2,0.34,0,1,1,0.692366746798403
CARD,INVALID_CARD,19291,2,3,0.23,7,1,0,0.04054821427501732
CARD,GATEWAY_TIMEOUT,18427,3,2,0.12,7,1,1,0.6652641220631093
CARD,INVALID_CARD,40312,4,3,0.14,14,1,1,0.01
CARD,ACCOUNT_BLOCKED,18972,3,0,0.02,13,0,1,0.01
CARD,ACCOUNT_BLOCKED,8594,4,2,0.2,10,0,0,0.04184234326494323
UPI,INVALID_CARD,8382,4,3,0.36,5,0,1,0.030215336249608475
NETBANKING,EXPIRED_CARD,38393,2,2,0.35,8,0,0,0.01
UPI,CARD_DECLINED,28744,3,0,0.1,6,1,1,0.17614690806724415
NETBANKING,BANK_TIMEOUT,18900,3,3,0.36,14,0,1,0.5856217396140241
NETBANKING,CARD_DECLINED,45851,1,3,0.02,7,0,0,0.15726049415229523
NETBANKING,GATEWAY_TIMEOUT,16026,2,3,0.33,4,0,1,0.6586656142950291
NETBANKING,INVALID_CARD,32097,4,5,0.23,12,0,1,0.023014017209194375
NETBANKING,GATEWAY_TIMEOUT,34193,4,1,0.01,2,0,0,0.5417066631776885
UPI,INVALID_ACCOUNT,19248,3,1,0.2,8,0,0,0.05928512554819738
UPI,INVALID_CARD,29680,4,0,0.47,16,0,1,0.01
NETBANKING,NETWORK_ERROR,45799,2,3,0.01,10,1,1,0.688065254058589
NETBANKING,GATEWAY_TIMEOUT,1674,3,3,0.15,22,0,0,0.6317086955814044
UPI,CARD_DECLINED,40839,3,0,0.45,6,1,0,0.12748701665780232
UPI,NETWORK_ERROR,7196,3,2,0.2,15,1,0,0.5940893367512338
UPI,INSUFFICIENT_FUNDS,34435,1,2,0.14,2,0,1,0.20214358355994463
UPI,NETWORK_ERROR,22943,4,3,0.45,10,0,0,0.5183637843505835
UPI,INVALID_ACCOUNT,41669,1,2,0.26,6,1,1,0.01
CARD,INVALID_ACCOUNT,3372,2,0,0.32,0,0,1,0.0696319624568499
CARD,INVALID_CARD,18570,4,0,0.25,14,1,0,0.01
NETBANKING,BANK_TIMEOUT,10242,4,5,0.06,19,0,1,0.5641726735404363
CARD,NETWORK_ERROR,7092,3,4,0.46,13,1,0,0.4625187454288827
NETBANKING,EXPIRED_CARD,25356,4,2,0.29,22,0,0,0.01
UPI,EXPIRED_CARD,2831,3,0,0.17,17,0,1,0.01
CARD,INVALID_ACCOUNT,4489,3,3,0.17,22,0,1,0.01
UPI,INSUFFICIENT_FUNDS,38012,2,2,0.09,12,0,0,0.14781245752082878
NETBANKING,EXPIRED_CARD,22064,1,0,0.34,17,1,1,0.04877569915954249
CARD,ACCOUNT_BLOCKED,13732,1,1,0.01,16,1,0,0.01
CARD,GATEWAY_TIMEOUT,31491,4,3,0.3,20,0,1,0.5316655785364154
NETBANKING,FRAUD_SUSPECTED,48508,1,1,0.17,16,1,1,0.01
UPI,BANK_TIMEOUT,35775,4,1,0.47,0,1,0,0.551600108565435
UPI,EXPIRED_CARD,14764,2,3,0.4,15,1,0,0.01
NETBANKING,CARD_DECLINED,9288,3,1,0.35,15,1,0,0.05510967089253125
NETBANKING,BANK_TIMEOUT,664,4,0,0.08,1,0,1,0.6560812286685871
CARD,CARD_DECLINED,32137,2,5,0.48,11,1,1,0.09054556133572088
UPI,ACCOUNT_BLOCKED,46749,4,0,0.34,18,1,0,0.01
NETBANKING,ACCOUNT_BLOCKED,28575,3,3,0.21,14,1,1,0.01
NETBANKING,INVALID_CARD,34441,2,1,0.15,8,0,0,0.021499326462596585
CARD,GATEWAY_TIMEOUT,10682,3,1,0.49,12,1,0,0.6190331324479676
NETBANKING,INSUFFICIENT_FUNDS,45618,2,1,0.42,18,0,1,0.17238772468572428
NETBANKING,BANK_TIMEOUT,30158,1,2,0.35,15,0,1,0.6800068846063785
UPI,FRAUD_SUSPECTED,32398,1,0,0.45,10,0,0,0.01
CARD,GATEWAY_TIMEOUT,27563,1,0,0.26,4,1,1,0.7700525049059247
NETBANKING,INSUFFICIENT_FUNDS,43971,3,3,0.46,19,1,0,0.01
CARD,INVALID_ACCOUNT,32893,2,2,0.25,2,0,0,0.01
CARD,EXPIRED_CARD,37464,1,2,0.2,22,1,1,0.04530637717517555
NETBANKING,INSUFFICIENT_FUNDS,10308,1,1,0.05,15,0,1,0.3073282618558907
UPI,INVALID_ACCOUNT,9405,3,3,0.27,8,0,1,0.026981054938238623
CARD,BANK_TIMEOUT,2681,1,5,0.44,21,0,0,0.610610435211005
NETBANKING,BANK_TIMEOUT,5759,3,5,0.38,0,1,0,0.4909228272617517
NETBANKING,FRAUD_SUSPECTED,18437,2,1,0.25,3,1,0,0.03296331380085651
NETBANKING,INSUFFICIENT_FUNDS,15466,3,3,0.42,6,1,0,0.06918235246305425
UPI,BANK_TIMEOUT,3826,1,4,0.04,19,0,0,0.6813044352258498
NETBANKING,NETWORK_ERROR,47752,1,2,0.43,17,0,0,0.669672733101023
UPI,FRAUD_SUSPECTED,45910,3,0,0.17,19,0,0,0.02216375361352793
UPI,BANK_TIMEOUT,17303,2,5,0.23,13,0,0,0.6040314428340525
CARD,GATEWAY_TIMEOUT,35082,1,4,0.4,2,0,0,0.6274379115068833
CARD,INVALID_ACCOUNT,4476,3,4,0.16,14,1,1,0.0446804179279103
CARD,INSUFFICIENT_FUNDS,4926,1,0,0.49,21,0,0,0.20183669935317183
NETBANKING,INVALID_CARD,32684,2,4,0.23,16,1,0,0.01
NETBANKING,NETWORK_ERROR,49055,3,1,0.34,19,0,1,0.7058698200346469
NETBANKING,FRAUD_SUSPECTED,42543,1,5,0.06,15,1,1,0.029007911433856136
UPI,INVALID_ACCOUNT,32556,4,3,0.44,4,0,1,0.05268369468762541
CARD,INVALID_ACCOUNT,34569,3,0,0.05,20,1,0,0.01
CARD,GATEWAY_TIMEOUT,38905,2,1,0.22,13,1,0,0.6449875975692547
NETBANKING,INSUFFICIENT_FUNDS,29430,4,0,0.48,10,0,0,0.07702969392893957
NETBANKING,ACCOUNT_BLOCKED,44400,1,3,0.15,18,0,1,0.021560057800606394
UPI,GATEWAY_TIMEOUT,21298,3,4,0.24,14,0,1,0.5582716072011974
NETBANKING,EXPIRED_CARD,25015,3,0,0.28,6,1,0,0.01
UPI,CARD_DECLINED,8278,4,0,0.45,12,1,1,0.1301436056067886
UPI,ACCOUNT_BLOCKED,4685,2,4,0.48,11,1,1,0.0401432386732195
NETBANKING,INVALID_ACCOUNT,29027,1,5,0.07,9,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,2956,1,5,0.31,8,1,0,0.012285300156395241
CARD,INVALID_ACCOUNT,32296,3,5,0.24,1,0,0,0.03739414285219899
NETBANKING,INSUFFICIENT_FUNDS,1280,1,0,0.37,4,1,0,0.1893807857362524
NETBANKING,INVALID_CARD,41096,1,3,0.14,18,0,1,0.03215676406258941
NETBANKING,FRAUD_SUSPECTED,9880,2,1,0.12,6,1,0,0.04208398157288599
NETBANKING,INVALID_ACCOUNT,1127,4,1,0.44,0,1,0,0.01
UPI,CARD_DECLINED,11422,4,5,0.36,4,1,1,0.01
CARD,CARD_DECLINED,1730,3,3,0.44,22,0,1,0.09650755291508753
NETBANKING,ACCOUNT_BLOCKED,24183,4,5,0.39,15,1,0,0.03203611014815375
NETBANKING,EXPIRED_CARD,13749,3,5,0.16,11,0,1,0.01
UPI,CARD_DECLINED,25057,4,4,0.49,21,1,1,0.05274784615188719
NETBANKING,INSUFFICIENT_FUNDS,43763,3,4,0.11,9,0,1,0.10449141373264237
CARD,GATEWAY_TIMEOUT,27395,4,1,0.22,12,1,1,0.5620337574141155
UPI,EXPIRED_CARD,31082,3,4,0.24,16,1,0,0.01
NETBANKING,INVALID_CARD,40082,2,5,0.42,8,1,0,0.04712675271585342
NETBANKING,INVALID_CARD,39229,3,4,0.03,0,1,1,0.039970986440459925
CARD,BANK_TIMEOUT,39151,2,4,0.14,14,0,0,0.5411136623754245
UPI,CARD_DECLINED,11386,2,4,0.03,14,1,0,0.13846783257894518
CARD,GATEWAY_TIMEOUT,38785,3,2,0.32,11,0,0,0.5842228135208607
UPI,NETWORK_ERROR,27737,2,2,0.28,11,0,1,0.6358451549981415
UPI,BANK_TIMEOUT,19754,3,0,0.33,17,0,1,0.6879717723305656
UPI,NETWORK_ERROR,9227,4,4,0.14,21,0,0,0.5410596787716976
NETBANKING,FRAUD_SUSPECTED,12426,1,5,0.37,3,0,0,0.01
CARD,ACCOUNT_BLOCKED,2013,3,1,0.21,5,1,1,0.01
CARD,INVALID_CARD,12104,3,0,0.35,16,1,1,0.01
UPI,INVALID_ACCOUNT,46952,3,2,0.15,2,1,1,0.05767991381956473
NETBANKING,NETWORK_ERROR,38412,2,2,0.06,15,1,1,0.7068797335605912
CARD,INSUFFICIENT_FUNDS,45230,4,5,0.03,13,0,1,0.01
UPI,INVALID_CARD,29960,2,1,0.23,12,0,0,0.04458560711657177
NETBANKING,FRAUD_SUSPECTED,31270,3,3,0.36,23,0,1,0.01
UPI,GATEWAY_TIMEOUT,49465,4,0,0.26,16,0,1,0.6332254979608832
UPI,ACCOUNT_BLOCKED,40826,1,3,0.29,2,1,0,0.01
UPI,ACCOUNT_BLOCKED,39271,3,0,0.22,15,0,1,0.01
NETBANKING,FRAUD_SUSPECTED,47358,2,1,0.46,22,1,1,0.01
UPI,GATEWAY_TIMEOUT,49945,2,2,0.39,16,0,1,0.6712081813992233
UPI,CARD_DECLINED,42712,2,0,0.08,19,0,1,0.2417779935347049
UPI,GATEWAY_TIMEOUT,36339,2,5,0.13,7,1,0,0.524138065369287
CARD,EXPIRED_CARD,24911,4,1,0.31,2,0,1,0.01
UPI,CARD_DECLINED,41303,3,1,0.45,16,0,1,0.11987315940549861
NETBANKING,FRAUD_SUSPECTED,14847,1,0,0.35,5,1,1,0.01
NETBANKING,NETWORK_ERROR,21116,1,3,0.08,18,0,1,0.7324956642735803
CARD,FRAUD_SUSPECTED,4309,4,1,0.43,16,0,1,0.01
NETBANKING,NETWORK_ERROR,48835,1,5,0.26,7,0,0,0.553795022453147
NETBANKING,INSUFFICIENT_FUNDS,26122,1,2,0.23,21,1,1,0.23480140450898285
UPI,BANK_TIMEOUT,23626,2,4,0.26,14,1,0,0.538207092108927
CARD,FRAUD_SUSPECTED,39084,1,2,0.43,1,1,1,0.01
UPI,GATEWAY_TIMEOUT,485,2,5,0.19,16,0,1,0.6364951553142949
UPI,INSUFFICIENT_FUNDS,48909,3,5,0.18,1,0,1,0.05229989212733881
CARD,INVALID_CARD,3195,2,5,0.39,8,0,0,0.01
NETBANKING,EXPIRED_CARD,44626,3,2,0.32,17,0,0,0.038880767840120296
NETBANKING,INVALID_ACCOUNT,6408,1,0,0.45,17,0,1,0.0722523156342439
UPI,FRAUD_SUSPECTED,6662,2,1,0.15,1,0,1,0.01
UPI,NETWORK_ERROR,15502,2,2,0.4,5,0,0,0.6685141322994261
UPI,INVALID_CARD,34373,1,5,0.39,13,0,1,0.044109611070929165
UPI,INVALID_ACCOUNT,37150,1,5,0.47,15,0,1,0.020023266086451975
CARD,INVALID_ACCOUNT,38930,3,5,0.25,15,0,0,0.01
CARD,GATEWAY_TIMEOUT,5394,3,5,0.36,1,1,0,0.4796752010540216
CARD,INSUFFICIENT_FUNDS,17728,3,0,0.4,21,1,0,0.0980303359156039
CARD,BANK_TIMEOUT,34774,3,0,0.38,18,0,1,0.711854753347175
CARD,FRAUD_SUSPECTED,17109,3,3,0.31,4,1,1,0.01
UPI,ACCOUNT_BLOCKED,12293,4,3,0.25,7,1,1,0.03343615493502864
UPI,INVALID_ACCOUNT,32899,4,1,0.42,7,1,1,0.01
NETBANKING,INVALID_CARD,25113,4,4,0.12,0,1,1,0.01
CARD,NETWORK_ERROR,12918,4,5,0.15,1,0,0,0.4567415404970874
NETBANKING,CARD_DECLINED,43826,4,0,0.16,12,1,0,0.07342390726824317
UPI,INSUFFICIENT_FUNDS,155,3,5,0.06,14,1,0,0.032419780804358624
UPI,NETWORK_ERROR,24649,2,2,0.26,3,1,1,0.6247208945506625
CARD,CARD_DECLINED,31504,1,2,0.2,12,1,1,0.2526972657604869
UPI,INVALID_CARD,36223,2,0,0.02,17,0,1,0.08629114154230909
NETBANKING,INSUFFICIENT_FUNDS,26416,2,5,0.42,11,0,0,0.05594643562655655
NETBANKING,ACCOUNT_BLOCKED,7545,2,3,0.47,12,1,0,0.01
UPI,CARD_DECLINED,3368,4,5,0.47,4,0,0,0.014321609773980537
UPI,GATEWAY_TIMEOUT,33756,2,2,0.25,16,0,0,0.5937505113605211
UPI,EXPIRED_CARD,45747,4,5,0.04,15,1,1,0.012582028219716225
NETBANKING,INVALID_ACCOUNT,43102,3,4,0.24,9,1,0,0.01
UPI,NETWORK_ERROR,32234,1,0,0.15,13,1,1,0.7605946149802086
NETBANKING,NETWORK_ERROR,36334,1,0,0.22,15,0,1,0.7886382284027119
UPI,NETWORK_ERROR,26834,2,0,0.09,14,1,1,0.7258631337418974
UPI,INVALID_CARD,6873,4,4,0.16,13,0,1,0.05138559517305621
NETBANKING,NETWORK_ERROR,5911,2,4,0.43,22,0,1,0.6400401274398191
UPI,BANK_TIMEOUT,7559,2,5,0.41,15,0,1,0.6581108152968821
CARD,INSUFFICIENT_FUNDS,44878,2,0,0.2,22,0,1,0.2920923204127955
UPI,NETWORK_ERROR,30915,3,2,0.29,1,1,0,0.5252672610850793
NETBANKING,GATEWAY_TIMEOUT,39511,3,5,0.15,16,1,0,0.4591746372691129
CARD,INSUFFICIENT_FUNDS,44669,1,1,0.25,8,0,0,0.17954999291209583
CARD,FRAUD_SUSPECTED,7036,4,2,0.04,19,0,1,0.015765146673161236
UPI,CARD_DECLINED,32444,4,1,0.45,3,0,0,0.035581606932802545
UPI,NETWORK_ERROR,45727,4,1,0.29,8,1,1,0.5407667886501659
UPI,INVALID_ACCOUNT,16594,3,1,0.06,12,0,0,0.020310774477095478
UPI,EXPIRED_CARD,39278,4,4,0.33,10,0,1,0.02957635183751719
CARD,FRAUD_SUSPECTED,38064,4,1,0.32,23,0,0,0.030261820485898212
