payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,failure_class
NETBANKING,INVALID_ACCOUNT,33695,3,3,0.12,15,0,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,20518,2,0,0.03,23,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,49405,2,1,0.35,2,0,0,RISK
CARD,FRAUD_SUSPECTED,39384,4,3,0.31,4,1,1,RISK
NETBANKING,NETWORK_ERROR,36390,2,5,0.25,10,0,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,6276,1,2,0.34,0,1,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,19291,2,3,0.23,7,1,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,18427,3,2,0.12,7,1,1,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,40312,4,3,0.14,14,1,1,PERMANENT
CARD,INSUFFICIENT_FUNDS,37963,3,5,0.19,3,0,1,CUSTOMER_ACTION
CARD,EXPIRED_CARD,480,4,4,0.07,18,1,1,PERMANENT
UPI,INVALID_ACCOUNT,9471,1,3,0.39,14,1,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,21043,1,4,0.23,6,1,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,37817,1,2,0.22,21,1,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,19282,4,3,0.28,22,0,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,37274,4,1,0.19,16,1,0,RISK
UPI,INVALID_CARD,15184,2,0,0.15,17,0,0,PERMANENT
NETBANKING,CARD_DECLINED,48015,2,5,0.04,18,1,1,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,32097,4,5,0.23,12,0,1,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,28040,2,0,0.07,4,0,0,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,34047,3,4,0.46,4,1,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,27812,4,5,0.29,0,0,1,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,13655,4,0,0.43,20,1,1,PERMANENT
UPI,EXPIRED_CARD,36950,3,3,0.15,22,0,0,PERMANENT
CARD,INSUFFICIENT_FUNDS,40839,3,0,0.45,6,1,0,CUSTOMER_ACTION
UPI,BANK_TIMEOUT,21844,3,3,0.06,11,0,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,16830,1,0,0.15,8,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,33455,3,0,0.35,10,0,0,RISK
CARD,FRAUD_SUSPECTED,20435,4,2,0.18,1,0,0,RISK
CARD,BANK_TIMEOUT,33937,3,3,0.15,3,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,39958,1,1,0.45,21,0,1,RISK
NETBANKING,CARD_DECLINED,6839,4,0,0.06,16,1,1,CUSTOMER_ACTION
UPI,INVALID_CARD,37373,4,3,0.22,18,0,0,PERMANENT
UPI,CARD_DECLINED,31327,1,5,0.17,0,1,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,23466,1,4,0.18,10,1,0,RISK
CARD,FRAUD_SUSPECTED,15790,2,4,0.33,16,0,1,RISK
CARD,CARD_DECLINED,43318,2,0,0.24,22,1,1,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,21743,3,3,0.22,15,0,0,TRANSIENT
UPI,INSUFFICIENT_FUNDS,33879,3,1,0.09,14,0,1,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,36811,2,2,0.17,20,1,0,PERMANENT
UPI,CARD_DECLINED,34038,3,2,0.22,7,0,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,37082,4,1,0.44,0,1,0,CUSTOMER_ACTION
CARD,CARD_DECLINED,30845,4,5,0.48,3,0,1,CUSTOMER_ACTION
UPI,CARD_DECLINED,45535,4,5,0.26,12,0,0,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,5535,2,0,0.03,4,1,0,TRANSIENT
NETBANKING,CARD_DECLINED,19122,4,1,0.45,1,1,1,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,49736,4,0,0.34,18,1,0,PERMANENT
NETBANKING,INVALID_ACCOUNT,40071,4,2,0.39,12,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,40037,4,4,0.43,6,1,1,RISK
NETBANKING,BANK_TIMEOUT,46853,3,1,0.09,9,0,1,TRANSIENT
CARD,FRAUD_SUSPECTED,41003,2,5,0.1,2,0,1,RISK
CARD,INSUFFICIENT_FUNDS,1492,3,5,0.15,21,0,1,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,32398,1,0,0.45,10,0,0,TRANSIENT
CARD,BANK_TIMEOUT,46554,2,3,0.01,16,0,0,TRANSIENT
NETBANKING,INVALID_ACCOUNT,37574,2,5,0.14,14,1,1,PERMANENT
CARD,INSUFFICIENT_FUNDS,19041,2,2,0.25,2,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,37464,1,2,0.2,22,1,1,RISK
UPI,FRAUD_SUSPECTED,1603,2,0,0.47,15,0,1,RISK
UPI,INVALID_ACCOUNT,34076,2,2,0.2,10,1,0,PERMANENT
CARD,EXPIRED_CARD,271,1,0,0.35,23,0,0,PERMANENT
UPI,INVALID_CARD,20035,4,0,0.17,18,0,1,PERMANENT
UPI,FRAUD_SUSPECTED,32573,1,3,0.48,6,0,0,RISK
CARD,CARD_DECLINED,43055,2,3,0.3,6,0,0,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,2571,1,4,0.41,18,0,0,TRANSIENT
NETBANKING,INVALID_CARD,332,3,4,0.48,5,0,1,PERMANENT
CARD,FRAUD_SUSPECTED,35735,2,4,0.34,19,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,29164,4,3,0.05,13,1,0,RISK
UPI,GATEWAY_TIMEOUT,9296,2,5,0.32,16,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,16905,4,0,0.44,22,0,0,RISK
CARD,BANK_TIMEOUT,44722,2,5,0.39,7,0,1,TRANSIENT
NETBANKING,EXPIRED_CARD,29451,3,1,0.06,18,0,1,PERMANENT
NETBANKING,CARD_DECLINED,15355,4,3,0.37,11,0,0,CUSTOMER_ACTION
CARD,ACCOUNT_BLOCKED,31487,1,4,0.25,12,0,0,PERMANENT
CARD,EXPIRED_CARD,35800,3,0,0.05,20,1,0,PERMANENT
UPI,ACCOUNT_BLOCKED,38905,2,1,0.22,13,1,0,PERMANENT
NETBANKING,CARD_DECLINED,26123,1,3,0.49,10,0,0,CUSTOMER_ACTION
CARD,NETWORK_ERROR,38162,2,2,0.29,3,0,1,TRANSIENT
CARD,FRAUD_SUSPECTED,30564,2,3,0.17,19,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,12418,3,5,0.27,10,0,0,RISK
CARD,FRAUD_SUSPECTED,7267,4,2,0.25,18,0,0,RISK
CARD,CARD_DECLINED,23097,1,4,0.27,2,0,1,CUSTOMER_ACTION
UPI,INVALID_CARD,42795,3,0,0.01,19,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,29408,4,2,0.32,1,0,0,RISK
UPI,INSUFFICIENT_FUNDS,8193,1,5,0.44,10,0,0,CUSTOMER_ACTION
CARD,INVALID_CARD,18137,2,4,0.38,0,1,1,PERMANENT
UPI,INSUFFICIENT_FUNDS,14980,2,3,0.31,3,0,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,32768,2,0,0.47,8,0,1,CUSTOMER_ACTION
CARD,EXPIRED_CARD,46089,4,2,0.13,23,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,6130,3,2,0.2,21,1,1,RISK
UPI,INVALID_ACCOUNT,47309,4,4,0.45,6,1,1,PERMANENT
UPI,FRAUD_SUSPECTED,16771,3,5,0.04,12,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,49090,3,4,0.11,9,0,1,RISK
CARD,EXPIRED_CARD,32509,2,3,0.49,9,1,0,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,30293,4,2,0.27,0,1,0,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,36856,2,5,0.42,8,1,0,CUSTOMER_ACTION
NETBANKING,INVALID_ACCOUNT,2175,3,0,0.38,9,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,11560,3,3,0.24,23,0,0,RISK
CARD,EXPIRED_CARD,11386,2,4,0.03,14,1,0,PERMANENT
NETBANKING,EXPIRED_CARD,20726,3,5,0.4,11,0,0,PERMANENT
CARD,BANK_TIMEOUT,9124,3,4,0.5,3,1,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,22611,1,5,0.1,17,0,1,CUSTOMER_ACTION
UPI,CARD_DECLINED,4342,2,3,0.3,21,0,0,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,5255,1,0,0.08,21,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,23559,2,3,0.41,4,1,1,RISK
UPI,CARD_DECLINED,45444,1,4,0.19,7,0,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,5359,3,5,0.38,1,0,0,RISK
UPI,FRAUD_SUSPECTED,31336,3,2,0.42,10,0,1,RISK
UPI,NETWORK_ERROR,31157,2,4,0.42,13,1,0,TRANSIENT
CARD,CARD_DECLINED,25349,1,1,0.42,21,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,47411,2,3,0.14,3,0,1,RISK
CARD,GATEWAY_TIMEOUT,34553,1,4,0.49,20,1,1,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,40826,1,3,0.29,2,1,0,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,39271,3,0,0.22,15,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,21722,2,1,0.46,22,1,1,RISK
UPI,INSUFFICIENT_FUNDS,49945,2,2,0.39,16,0,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,19220,2,0,0.08,19,0,1,RISK
UPI,FRAUD_SUSPECTED,44633,2,4,0.1,23,0,0,RISK
UPI,CARD_DECLINED,30992,3,2,0.23,14,0,0,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,19289,1,5,0.15,8,0,0,TRANSIENT
UPI,CARD_DECLINED,28665,3,1,0.46,2,0,0,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,44546,1,2,0.02,4,0,1,PERMANENT
CARD,CARD_DECLINED,4309,4,1,0.43,16,0,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,3611,4,1,0.41,4,0,0,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,5049,3,3,0.12,14,1,1,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,9072,4,3,0.01,20,1,1,TRANSIENT
UPI,NETWORK_ERROR,3801,3,2,0.17,0,0,0,TRANSIENT
NETBANKING,CARD_DECLINED,34227,2,4,0.25,19,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,11247,3,4,0.21,12,0,0,RISK
UPI,NETWORK_ERROR,39722,2,2,0.21,22,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,46695,2,1,0.4,17,0,0,RISK
NETBANKING,BANK_TIMEOUT,43683,2,3,0.09,1,1,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,24695,1,0,0.28,5,0,0,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,43192,2,2,0.4,5,0,0,TRANSIENT
CARD,GATEWAY_TIMEOUT,34373,1,5,0.39,13,0,1,TRANSIENT
NETBANKING,BANK_TIMEOUT,37150,1,5,0.47,15,0,1,TRANSIENT
NETBANKING,NETWORK_ERROR,33541,3,5,0.25,15,0,0,TRANSIENT
CARD,BANK_TIMEOUT,8580,1,2,0.35,3,0,1,TRANSIENT
UPI,NETWORK_ERROR,28523,2,2,0.28,0,1,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,520,3,0,0.38,18,0,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,23913,4,4,0.24,19,1,1,RISK
UPI,FRAUD_SUSPECTED,39424,2,3,0.22,2,0,1,RISK
NETBANKING,INVALID_CARD,49595,4,1,0.42,7,1,1,PERMANENT
NETBANKING,BANK_TIMEOUT,26427,4,3,0.28,0,1,1,TRANSIENT
CARD,EXPIRED_CARD,6551,2,4,0.42,16,1,1,PERMANENT
NETBANKING,BANK_TIMEOUT,9261,2,5,0.33,22,1,1,TRANSIENT
CARD,NETWORK_ERROR,25723,4,1,0.25,6,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,30055,4,0,0.35,5,0,1,RISK
NETBANKING,CARD_DECLINED,14961,1,4,0.2,17,1,0,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,1883,3,3,0.16,17,1,1,PERMANENT
CARD,BANK_TIMEOUT,36223,2,0,0.02,17,0,1,TRANSIENT
NETBANKING,CARD_DECLINED,14977,1,2,0.29,5,0,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,25220,3,4,0.12,2,0,1,CUSTOMER_ACTION
NETBANKING,NETWORK_ERROR,45030,2,4,0.06,17,1,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,31545,1,4,0.1,2,0,1,CUSTOMER_ACTION
CARD,INVALID_CARD,22032,4,4,0.31,23,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,39439,1,2,0.09,4,0,1,RISK
CARD,BANK_TIMEOUT,35901,4,2,0.49,11,0,0,TRANSIENT
UPI,NETWORK_ERROR,32377,2,5,0.4,22,1,1,TRANSIENT
CARD,INSUFFICIENT_FUNDS,13214,1,1,0.3,11,1,1,CUSTOMER_ACTION
UPI,CARD_DECLINED,27530,3,4,0.21,15,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,34860,2,5,0.03,6,0,1,CUSTOMER_ACTION
CARD,NETWORK_ERROR,22910,2,5,0.35,3,1,0,TRANSIENT
UPI,CARD_DECLINED,15964,1,3,0.31,16,1,1,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,45270,1,1,0.24,5,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,14839,3,5,0.22,7,0,0,RISK
NETBANKING,INVALID_ACCOUNT,14375,2,1,0.46,10,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,46012,2,2,0.28,2,1,1,RISK
UPI,EXPIRED_CARD,46185,2,5,0.1,1,0,1,PERMANENT
CARD,CARD_DECLINED,17021,1,1,0.36,17,1,1,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,25633,2,0,0.31,0,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,38579,4,5,0.33,11,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,49203,2,5,0.06,15,0,1,RISK
CARD,NETWORK_ERROR,33406,1,0,0.44,6,1,0,TRANSIENT
UPI,ACCOUNT_BLOCKED,31440,2,0,0.24,7,1,0,PERMANENT
UPI,CARD_DECLINED,42728,2,5,0.09,8,0,0,CUSTOMER_ACTION
NETBANKING,NETWORK_ERROR,16197,2,5,0.12,10,1,0,TRANSIENT
UPI,GATEWAY_TIMEOUT,42620,3,2,0.14,9,1,0,TRANSIENT
NETBANKING,BANK_TIMEOUT,18418,2,2,0.01,19,1,1,TRANSIENT
NETBANKING,INVALID_ACCOUNT,6054,1,5,0.37,13,0,1,PERMANENT
UPI,INVALID_ACCOUNT,40253,3,0,0.16,11,0,0,PERMANENT
UPI,CARD_DECLINED,21066,3,5,0.08,10,0,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,43838,1,0,0.33,10,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,37973,2,0,0.32,5,0,1,RISK
CARD,ACCOUNT_BLOCKED,38313,4,4,0.09,5,1,0,PERMANENT
UPI,CARD_DECLINED,37369,3,0,0.42,20,0,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,18479,2,2,0.01,13,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,13310,3,5,0.26,19,0,0,RISK
CARD,FRAUD_SUSPECTED,24409,1,5,0.27,13,1,0,RISK
CARD,INVALID_ACCOUNT,11616,3,1,0.37,5,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,29575,3,1,0.18,0,1,0,RISK
CARD,FRAUD_SUSPECTED,41489,1,1,0.29,19,1,1,RISK
CARD,FRAUD_SUSPECTED,39483,1,3,0.21,1,1,1,RISK
NETBANKING,GATEWAY_TIMEOUT,13299,1,0,0.38,18,1,1,TRANSIENT
UPI,CARD_DECLINED,18107,3,5,0.37,20,1,1,CUSTOMER_ACTION
CARD,ACCOUNT_BLOCKED,38703,3,3,0.02,22,0,1,PERMANENT
NETBANKING,NETWORK_ERROR,3474,1,2,0.31,2,0,0,TRANSIENT
NETBANKING,CARD_DECLINED,29462,1,2,0.2,11,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,22297,1,4,0.37,13,0,0,RISK
NETBANKING,ACCOUNT_BLOCKED,19271,3,4,0.44,21,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,40122,4,4,0.26,0,1,1,RISK
CARD,GATEWAY_TIMEOUT,26901,4,5,0.29,7,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,46757,3,1,0.4,13,0,1,RISK
CARD,CARD_DECLINED,8250,3,0,0.42,10,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,48896,2,3,0.44,9,0,1,RISK
NETBANKING,CARD_DECLINED,16123,4,4,0.44,21,1,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,1341,1,0,0.39,4,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,42601,2,0,0.38,20,1,0,RISK
CARD,ACCOUNT_BLOCKED,34452,4,3,0.03,6,1,1,PERMANENT
UPI,EXPIRED_CARD,12833,4,1,0.13,21,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,39274,4,5,0.37,7,0,0,RISK
UPI,GATEWAY_TIMEOUT,12956,2,2,0.23,13,0,1,TRANSIENT
UPI,NETWORK_ERROR,8228,4,2,0.15,11,1,1,TRANSIENT
NETBANKING,EXPIRED_CARD,27197,2,3,0.13,12,1,1,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,36424,4,3,0.14,15,1,1,TRANSIENT
CARD,FRAUD_SUSPECTED,33027,3,1,0.3,6,1,1,RISK
UPI,FRAUD_SUSPECTED,31308,4,3,0.22,15,1,0,RISK
UPI,FRAUD_SUSPECTED,31558,4,3,0.18,9,1,1,RISK
UPI,CARD_DECLINED,5082,3,3,0.39,20,0,0,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,47130,1,4,0.43,23,0,1,TRANSIENT
CARD,FRAUD_SUSPECTED,47677,2,1,0.37,23,1,1,RISK
NETBANKING,CARD_DECLINED,43171,4,2,0.13,5,0,0,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,41472,1,0,0.14,0,0,0,PERMANENT
UPI,GATEWAY_TIMEOUT,20263,3,3,0.05,19,1,1,TRANSIENT
NETBANKING,BANK_TIMEOUT,6771,3,4,0.12,14,1,1,TRANSIENT
CARD,INVALID_CARD,47952,3,3,0.23,2,1,1,PERMANENT
NETBANKING,NETWORK_ERROR,30348,4,3,0.34,12,0,0,TRANSIENT
CARD,FRAUD_SUSPECTED,26584,3,4,0.3,0,0,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,15275,1,5,0.1,22,0,1,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,20779,3,3,0.34,19,1,0,PERMANENT
CARD,INSUFFICIENT_FUNDS,3691,3,0,0.12,2,1,1,CUSTOMER_ACTION
CARD,NETWORK_ERROR,20254,4,1,0.11,18,0,1,TRANSIENT
UPI,INVALID_ACCOUNT,17214,4,2,0.43,4,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,6857,1,5,0.44,5,0,1,RISK
UPI,CARD_DECLINED,35310,4,3,0.16,15,1,1,CUSTOMER_ACTION
UPI,BANK_TIMEOUT,13440,3,0,0.26,6,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,17633,4,2,0.27,2,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,7894,4,4,0.31,10,0,1,RISK
NETBANKING,BANK_TIMEOUT,24683,3,2,0.41,3,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,35360,2,0,0.3,9,0,0,RISK
NETBANKING,BANK_TIMEOUT,4361,3,3,0.1,4,0,1,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,39963,3,4,0.24,7,0,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,20704,2,3,0.45,9,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,12987,2,0,0.17,20,1,1,RISK
UPI,INSUFFICIENT_FUNDS,21119,2,0,0.1,9,1,0,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,5863,1,0,0.31,23,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,30024,4,5,0.42,13,0,1,RISK
UPI,FRAUD_SUSPECTED,36692,2,4,0.3,4,1,1,RISK
UPI,FRAUD_SUSPECTED,27426,3,5,0.05,19,0,0,RISK
NETBANKING,INVALID_CARD,49134,4,5,0.2,19,0,0,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,34600,2,1,0.34,4,0,1,TRANSIENT
NETBANKING,CARD_DECLINED,8353,2,5,0.05,15,1,1,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,37355,4,1,0.02,6,1,1,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,828,3,4,0.12,21,1,1,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,41210,4,0,0.35,5,0,0,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,30462,3,4,0.18,15,0,1,TRANSIENT
UPI,CARD_DECLINED,9586,3,0,0.15,5,0,1,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,41502,4,0,0.4,1,1,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,938,4,2,0.43,15,1,1,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,47155,1,2,0.44,20,1,1,PERMANENT
UPI,INVALID_ACCOUNT,2411,1,3,0.17,11,1,0,PERMANENT
NETBANKING,CARD_DECLINED,33435,4,5,0.44,11,1,0,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,43288,1,3,0.33,4,0,0,TRANSIENT
UPI,GATEWAY_TIMEOUT,36538,4,0,0.46,15,1,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,1110,2,4,0.02,10,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,11142,3,2,0.05,22,0,1,RISK
CARD,INVALID_CARD,15393,3,3,0.07,7,1,0,PERMANENT
UPI,ACCOUNT_BLOCKED,42017,1,4,0.17,7,0,1,PERMANENT
NETBANKING,INVALID_CARD,16867,4,5,0.27,13,1,1,PERMANENT
CARD,INSUFFICIENT_FUNDS,43585,2,1,0.27,5,0,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,24578,2,0,0.22,16,1,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,26937,4,4,0.02,12,1,1,RISK
CARD,CARD_DECLINED,48207,3,4,0.17,18,1,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,23523,2,0,0.47,10,1,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,35322,4,2,0.05,21,0,1,CUSTOMER_ACTION
CARD,EXPIRED_CARD,29182,3,0,0.42,20,0,1,PERMANENT
CARD,INVALID_ACCOUNT,14781,3,4,0.21,10,0,1,PERMANENT
UPI,INVALID_ACCOUNT,40167,4,3,0.27,13,0,0,PERMANENT
UPI,GATEWAY_TIMEOUT,23100,2,0,0.42,12,0,0,TRANSIENT
CARD,GATEWAY_TIMEOUT,37822,4,5,0.32,5,1,0,TRANSIENT
NETBANKING,CARD_DECLINED,48931,2,2,0.39,19,0,1,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,3299,3,3,0.33,1,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,12980,3,4,0.01,10,0,1,RISK
NETBANKING,CARD_DECLINED,26257,4,5,0.25,11,1,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,22713,2,4,0.09,12,0,1,RISK
NETBANKING,INVALID_ACCOUNT,26504,2,3,0.08,20,1,0,PERMANENT
NETBANKING,INVALID_ACCOUNT,37677,1,0,0.3,4,1,1,PERMANENT
NETBANKING,EXPIRED_CARD,23983,1,1,0.49,11,1,0,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,32679,4,2,0.44,17,0,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,27414,3,1,0.47,11,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,26014,1,3,0.28,0,1,1,RISK
NETBANKING,GATEWAY_TIMEOUT,45776,1,4,0.26,14,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,37625,3,2,0.06,9,0,1,RISK
CARD,INSUFFICIENT_FUNDS,18161,2,4,0.38,7,1,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,28567,3,3,0.39,18,0,1,RISK
CARD,NETWORK_ERROR,19956,3,5,0.4,6,1,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,32384,1,2,0.43,18,0,0,PERMANENT
CARD,GATEWAY_TIMEOUT,40240,1,3,0.21,22,0,1,TRANSIENT
UPI,NETWORK_ERROR,23689,4,3,0.07,1,0,0,TRANSIENT
NETBANKING,NETWORK_ERROR,16632,4,3,0.43,9,1,0,TRANSIENT
CARD,GATEWAY_TIMEOUT,45597,4,1,0.09,11,1,1,TRANSIENT
UPI,INVALID_ACCOUNT,14730,3,2,0.33,23,1,1,PERMANENT
NETBANKING,NETWORK_ERROR,21648,3,3,0.11,21,1,0,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,24133,3,2,0.28,21,1,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,32971,1,5,0.21,1,0,1,RISK
CARD,BANK_TIMEOUT,11086,2,1,0.37,20,1,1,TRANSIENT
UPI,NETWORK_ERROR,30575,1,2,0.21,18,1,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,38757,4,5,0.41,22,0,1,RISK
CARD,GATEWAY_TIMEOUT,46869,3,4,0.18,1,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,26473,1,0,0.24,6,1,0,RISK
CARD,BANK_TIMEOUT,22902,1,5,0.42,3,1,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,42449,3,4,0.03,17,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,6513,4,5,0.09,23,1,0,RISK
CARD,ACCOUNT_BLOCKED,44458,2,2,0.5,13,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,34649,4,0,0.25,14,0,0,RISK
UPI,CARD_DECLINED,14100,2,2,0.41,6,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,39657,4,2,0.09,20,1,0,RISK
NETBANKING,ACCOUNT_BLOCKED,14846,3,3,0.36,23,1,1,PERMANENT
CARD,GATEWAY_TIMEOUT,34189,1,1,0.35,21,0,0,TRANSIENT
CARD,EXPIRED_CARD,41314,4,2,0.28,4,1,0,PERMANENT
UPI,CARD_DECLINED,43969,4,1,0.45,15,1,0,CUSTOMER_ACTION
CARD,CARD_DECLINED,38325,1,0,0.41,21,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,41166,2,2,0.43,12,0,0,CUSTOMER_ACTION
